Listing Id,Locality,Property Type,Property Subtype,Price,Fully Equipped Kitchen,Number of Rooms,Area,Garden,Terrace,Swimming Pool,New Building
9514763,1000,apartment,apartment,390000,1.0,3,,,True,,False
9514774,4500,house,house,595000,1.0,8,0.0,50.0,True,,False
9514785,9310,house,house,439000,1.0,2,204.0,50.0,True,,False
9514830,1650,house,house,365000,0.0,3,295.0,140.0,True,,False
9514839,1702,house,house,599000,1.0,5,400.0,300.0,True,,False
9514866,9470,house,house,380000,1.0,3,920.0,,True,,False
9514918,4030,apartment,apartment,239000,1.0,2,,,True,,False
9514923,2100,apartment,apartment,199000,0.0,3,,,,,False
9514936,1030,house,apartment block,359000,0.0,0,0.0,,,,False
9514941,8820,apartment,apartment,99000,1.0,1,,,,,False
9514963,7181,house,country cottage,795000,1.0,4,4900.0,,True,,False
9515010,1740,house,house,360000,1.0,3,982.0,840.0,True,,False
9515015,1400,house,country cottage,795000,1.0,4,4900.0,,True,,False
